Abbreviation,Blank,Category,Cluster Group,Country,Created Month,Created Year,Date Created,Title,Title of Channel,Type,Youtuber,Average Channel Age,Created Date,Gross tertiary education enrollment (%),Highest Monthly Earnings,Highest Yearly Earnings,Latitude,Longitude,Lowest Monthly Earnings,Lowest Yearly Earnings,Measure Correlation Formula ,Measure Formula,Population,Rank,Subscribers,Subscribers For Last 30 Days,Total Countries Represented,Unemployment rate,Uploads,Urban population,Video Views,Video Views For The Last 30 Days
IN,,Others,Cluster 3,India,Mar,2021,02-03-2021,Manoj  parihar,Manoj  parihar,Others,Manoj  parihar,4.216438356,2,28.1,148700,1800000,20.593684,78.96288,9300,111500,1800000,19300000,1366417754,425,19300000,300000,1,5.36,335,471031528,264228052,37167000
US,,People & Blogs,Cluster 1,United States,Sep,2005,22-09-2005,shane,shane,People & Blogs,shane,19.668493151,22,88.2,10900,131100,37.09024,-95.712891,683,8200,131100,19200000,328239523,428,19200000,200000,1,14.7,570,270663028,4329121104,2730000
IN,,Entertainment,Cluster 3,India,Jan,2011,11-01-2011,Sonotek,Sonotek,Entertainment,Sonotek,14.361643836,11,28.1,114700,1400000,20.593684,78.96288,7200,86000,1400000,19200000,1366417754,429,19200000,100000,1,5.36,8285,471031528,7590582024,28678000
US,,Entertainment,Cluster 1,United States,Sep,2006,20-09-2006,Jimmy Kimmel Live,Jimmy Kimmel Live,Entertainment,Jimmy Kimmel Live,18.673972603,20,88.2,69000,827600,37.09024,-95.712891,4300,51700,827600,19100000,328239523,430,19100000,200000,1,14.7,6526,270663028,13124645973,17243000
US,,Comedy,Cluster 1,United States,Aug,2014,30-08-2014,TheOdd1sOut,TheOdd1sOut,Comedy,TheOdd1sOut,10.726027397,30,88.2,123900,1500000,37.09024,-95.712891,7700,93000,1500000,19100000,328239523,431,19100000,200000,1,14.7,139,270663028,4566120190,30986000
US,,Education,Cluster 1,United States,Feb,2018,20-02-2018,ýýýýýýýýýýýýýý ýýýý,ýýýýýýýýýýýýýý ýýýý,Education,ýýýýýýýýýýýýýý ýýýý,7.246575342,20,88.2,86300,1000000,37.09024,-95.712891,5400,64800,1000000,19000000,328239523,434,19000000,100000,1,14.7,60,270663028,4924054368,21587000
MX,,Howto & Style,Cluster 2,Mexico,Jan,2018,23-01-2018,SUPER SLICK SLIME SAM,SUPER SLICK SLIME SAM,Howto & Style,SUPER SLICK SLIME SAM,7.323287671,23,40.2,493400,5900000,23.634501,-102.552784,30800,370000,5900000,19000000,126014024,435,19000000,200000,1,3.42,903,102626859,7229175322,123338000
IN,,Film & Animation,Cluster 3,India,Nov,2017,08-11-2017,Wow Kidz Action,Wow Kidz Action,Film & Animation,Wow Kidz Action,7.531506849,8,28.1,422800,5100000,20.593684,78.96288,26400,317100,5100000,19000000,1366417754,436,19000000,200000,1,5.36,1525,471031528,8281724393,105706000
BR,,Film & Animation,Cluster 1,Brazil,Jul,2012,30-07-2012,Turma da Mï¿½ï¿½,Turma da Mï¿½ï¿½,Film & Animation,Turma da Mï¿½ï¿½,12.810958904,30,51.3,307600,3700000,-14.235004,-51.92528,19200,230700,3700000,19000000,212559417,437,19000000,100000,1,12.08,1154,183241641,13824277846,76903000
GB,,Music,Cluster 4,United Kingdom,Feb,2007,11-02-2007,Calvin Harris,Calvin Harris,Music,Calvin Harris,18.279452055,11,60,409600,4900000,55.378051,-3.435973,25600,307200,4900000,19000000,66834405,438,19000000,100000,1,3.85,79,55908316,16014044618,102410000
KR,,Entertainment,Cluster 4,South Korea,Jan,2007,06-01-2007,KBS WORLD TV,KBS WORLD TV,Entertainment,KBS WORLD TV,18.378082192,6,94.3,432000,5200000,35.907757,127.766922,27000,324000,5200000,19000000,51709098,439,19000000,200000,1,4.15,64496,42106719,15126092508,107989000
RU,,People & Blogs,Cluster 4,Russia,Oct,2014,16-10-2014,HiMan,HiMan,People & Blogs,HiMan,10.597260274,16,81.9,98300,1200000,61.52401,105.318756,6100,73700,1200000,18900000,144373535,440,18900000,200000,1,4.59,375,107683889,2855519150,24563000
MX,,Education,Cluster 2,Mexico,Jan,2018,26-01-2018,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Education,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,7.315068493,26,40.2,561600,6700000,23.634501,-102.552784,35100,421200,6700000,18900000,126014024,442,18900000,200000,1,3.42,719,102626859,9813245108,140398000
US,,Education,Cluster 1,United States,Mar,2011,01-03-2011,TED-Ed,TED-Ed,Education,TED-Ed,14.227397260,1,88.2,119500,1400000,37.09024,-95.712891,7500,89600,1400000,18800000,328239523,443,18800000,100000,1,14.7,2072,270663028,3654621568,29874000
GB,,Entertainment,Cluster 4,United Kingdom,Jun,2015,14-06-2015,Sidemen,Sidemen,Entertainment,Sidemen,9.936986301,14,60,312600,3800000,55.378051,-3.435973,19500,234500,3800000,18800000,66834405,444,18800000,100000,1,3.85,312,55908316,5257834105,78158000
US,,Music,Cluster 1,United States,Oct,2009,30-10-2009,Farruko,Farruko,Music,Farruko,15.561643836,30,88.2,391000,4700000,37.09024,-95.712891,24400,293300,4700000,18800000,328239523,447,18800000,100000,1,14.7,217,270663028,9573641299,97758000
UA,,Entertainment,Cluster 4,Ukraine,Oct,2014,20-10-2014,ýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýý,Entertainment,ýýýýýýýýýýýýýýýýýýýýýý,10.586301370,20,82.7,272000,3300000,48.379433,31.16558,17000,204000,3300000,18800000,44385155,448,18800000,100000,1,8.88,530,30835699,9594188708,68006000
IN,,Comedy,Cluster 3,India,Jul,2014,17-07-2014,Triggered Insaan,Triggered Insaan,Comedy,Triggered Insaan,10.846575342,17,28.1,436100,5200000,20.593684,78.96288,27300,327100,5200000,18800000,1366417754,449,18800000,700000,1,5.36,304,471031528,3276891538,109026000
ES,,Entertainment,Cluster 1,Spain,Sep,2005,26-09-2005,cKn,cKn,Entertainment,CKN,19.657534247,26,88.9,0.41,5,40.463667,-3.74922,0.03,0.31,5,18700000,47076781,450,18700000,1,1,13.96,16,37927409,12295637162,102
IN,,Entertainment,Cluster 3,India,Jan,2007,31-01-2007,Shemaroo Comedy,Shemaroo Comedy,Entertainment,Shemaroo Comedy,18.309589041,31,28.1,409700,4900000,20.593684,78.96288,25600,307300,4900000,18600000,1366417754,452,18600000,200000,1,5.36,4487,471031528,6047584292,102431000
US,,Others,Cluster 1,United States,Jun,2019,19-06-2019,Smile Family Spanish,Smile Family Spanish,Others,Smile Family Spanish,5.920547945,19,88.2,173600,2100000,37.09024,-95.712891,10800,130200,2100000,18600000,328239523,453,18600000,200000,1,14.7,457,270663028,7008250496,43396000
TH,,Music,Cluster 2,Thailand,Jan,2014,15-01-2014,GRAMMY GOLD OFFICIAL,GRAMMY GOLD OFFICIAL,Music,GRAMMY GOLD OFFICIAL,11.347945205,15,49.3,674400,8100000,15.870032,100.992541,42100,505800,8100000,18600000,69625582,454,18600000,100000,1,0.75,6287,35294600,20196704276,168597000
